subscription_id,total_usage_count,avg_usage_duration_secs,total_errors,beta_feature_events,unique_features_used,account_id,plan_tier,churn_flag,mrr_amount,arr_amount,industry,referral_source
S-43b137,19,3846.5,0,0,2,A-756192,Enterprise,0,7761,93132,FinTech,other
S-43b6e9,88,2655.0,5,2,9,A-bbc346,Enterprise,0,5373,64476,FinTech,partner
S-43c2e3,85,2654.375,3,0,8,A-6f8ad2,Enterprise,0,6965,83580,EdTech,organic
S-43c489,36,2099.0,7,1,4,A-c222ab,Pro,0,1568,18816,Cybersecurity,other
S-43c737,16,4139.5,0,1,2,A-65aeb5,Enterprise,0,1791,21492,DevTools,partner
S-43c80c,57,1848.8333333333333,8,1,4,A-118d55,Pro,0,588,7056,Cybersecurity,organic
S-43cd30,68,3549.285714285714,2,0,6,A-8145a0,Basic,0,0,0,Cybersecurity,partner
S-43f9f8,25,1185.6666666666667,1,0,3,A-712f1c,Basic,0,456,5472,DevTools,ads
S-44046d,41,2314.0,1,0,3,A-5a184f,Basic,1,684,8208,DevTools,other
S-440dde,49,1981.75,5,0,4,A-8e47ca,Basic,0,361,4332,HealthTech,organic
S-441ab2,30,1636.6666666666667,5,0,3,A-e36807,Basic,0,0,0,EdTech,other
S-44483e,39,3889.3333333333335,0,0,2,A-bbc346,Enterprise,1,0,0,FinTech,partner
S-444c6a,72,2257.0,3,2,8,A-95b24a,Basic,0,722,8664,FinTech,event
S-444f22,19,3799.0,2,0,2,A-8ed5dd,Pro,0,2254,27048,EdTech,event
S-446c54,54,3000.3333333333335,4,1,5,A-296d7c,Enterprise,0,398,4776,DevTools,other
S-447189,46,4952.25,5,0,4,A-378b99,Basic,0,1292,15504,EdTech,ads
S-4473ec,63,2960.1666666666665,5,1,6,A-c608c8,Pro,0,1029,12348,DevTools,ads
S-4484ae,36,2848.75,1,0,4,A-b07346,Enterprise,0,10149,121788,HealthTech,partner
S-448b6d,49,2895.25,4,0,4,A-8adedc,Basic,0,361,4332,EdTech,event
S-44a646,46,2942.0,0,0,4,A-1e1b80,Basic,0,950,11400,FinTech,other
S-44a7c3,67,3660.8333333333335,5,0,5,A-50f3f7,Enterprise,0,6169,74028,HealthTech,partner
S-44c2c1,72,3638.4285714285716,1,0,6,A-2d1036,Pro,0,3381,40572,FinTech,ads
S-44c5dd,67,2645.285714285714,5,0,7,A-eb7c38,Basic,0,95,1140,DevTools,organic
S-44c9ae,103,2912.1,8,1,7,A-f3ff05,Basic,0,0,0,FinTech,other
S-44d025,25,2436.6666666666665,4,0,3,A-d4ac0e,Pro,0,882,10584,DevTools,ads
S-44e3ac,44,1944.2,6,1,5,A-81edc3,Enterprise,0,995,11940,Cybersecurity,ads
S-44ed0c,41,4205.75,5,0,4,A-993085,Enterprise,0,6169,74028,HealthTech,ads
S-44f453,24,5856.0,2,0,1,A-19b2c8,Enterprise,0,3980,47760,DevTools,other
S-44fba6,32,1402.5,5,1,4,A-82d8a6,Enterprise,0,0,0,Cybersecurity,ads
S-450fa9,83,4306.625,2,1,6,A-186a44,Basic,1,380,4560,HealthTech,ads
S-4522a0,48,6418.666666666667,3,0,3,A-0aaf6e,Basic,0,0,0,FinTech,organic
S-453f00,54,2748.5,3,0,3,A-45ce7a,Pro,1,784,9408,FinTech,ads
S-455183,88,3653.25,2,0,7,A-22d9d2,Pro,0,392,4704,DevTools,event
S-456829,21,1196.0,3,0,2,A-f92792,Pro,0,1274,15288,FinTech,ads
S-456d47,39,3285.0,3,0,3,A-7da956,Enterprise,0,2587,31044,Cybersecurity,event
S-457217,75,3485.875,5,0,8,A-104f1a,Pro,0,1176,14112,Cybersecurity,other
S-457294,17,1884.5,0,1,2,A-fa3095,Enterprise,0,13930,167160,FinTech,ads
S-45ab1a,63,3939.5,5,0,4,A-1d5444,Basic,0,456,5472,Cybersecurity,partner
S-45baa6,35,2418.0,3,1,4,A-0a282f,Pro,0,196,2352,DevTools,organic
S-45baac,8,3176.0,0,0,1,A-1d5444,Enterprise,0,4776,57312,Cybersecurity,partner
S-45c2cf,41,1725.6666666666667,4,1,6,A-7920cc,Basic,0,741,8892,Cybersecurity,ads
S-45c47e,46,2755.0,1,2,4,A-d792a6,Basic,0,399,4788,DevTools,organic
S-45ee20,93,3713.5,0,1,7,A-1619f8,Basic,0,551,6612,DevTools,organic
S-460deb,86,4111.75,6,0,8,A-832ec2,Enterprise,0,4378,52536,FinTech,event
S-461334,80,2655.75,3,0,7,A-a0ca4e,Basic,0,209,2508,Cybersecurity,ads
S-461988,49,2540.0,2,1,6,A-02cd81,Basic,0,836,10032,HealthTech,other
S-462547,68,3456.714285714286,4,0,7,A-e2cd1b,Basic,0,2261,27132,DevTools,other
S-462bd2,64,4597.0,6,0,6,A-e7a1e2,Enterprise,0,0,0,Cybersecurity,event
S-463525,47,1500.25,1,0,4,A-016043,Enterprise,0,2587,31044,EdTech,organic
S-46526e,56,3016.0,0,1,5,A-39ddf4,Pro,0,2156,25872,EdTech,partner
S-465825,45,2880.4,0,2,5,A-e2cd1b,Basic,0,342,4104,DevTools,other
S-466093,44,2880.5,3,1,4,A-883b7d,Basic,0,1482,17784,Cybersecurity,other
S-467016,55,3546.1666666666665,5,1,6,A-e83938,Enterprise,0,1393,16716,DevTools,other
S-467918,73,3374.25,5,0,7,A-396e5f,Pro,0,1666,19992,Cybersecurity,other
S-467d4a,55,2794.0,2,1,5,A-1b7577,Pro,0,441,5292,Cybersecurity,other
S-46852c,32,3447.3333333333335,2,1,3,A-58b9ff,Enterprise,0,15124,181488,DevTools,partner
S-4690b3,98,3685.0,6,1,8,A-068fc6,Enterprise,1,6965,83580,EdTech,event
S-4691f1,34,3078.0,2,0,3,A-c16cf7,Basic,0,247,2964,EdTech,event
S-4695b8,74,4993.166666666667,6,0,5,A-ad64c6,Pro,1,588,7056,DevTools,event
S-46a7eb,58,2917.4,0,0,5,A-e19ff6,Enterprise,0,0,0,Cybersecurity,partner
S-46b63b,24,2924.6666666666665,1,1,3,A-d5a319,Enterprise,0,6169,74028,FinTech,other
S-46dfac,25,1671.75,2,0,4,A-6dee43,Pro,0,0,0,FinTech,other
S-46eb1c,63,2731.714285714286,8,2,7,A-089363,Basic,0,209,2508,FinTech,event
S-46ff9c,28,2060.0,3,1,2,A-139c3b,Pro,1,1372,16464,HealthTech,organic
S-47048b,50,3905.6,0,0,5,A-0f7d77,Basic,0,133,1596,FinTech,partner
S-4704e5,57,2777.1666666666665,0,1,6,A-6dee43,Basic,0,57,684,FinTech,other
S-472fda,26,3937.0,1,0,2,A-883b7d,Pro,0,1323,15876,Cybersecurity,other
S-474b5a,46,3044.2,0,0,4,A-05d3b3,Basic,0,209,2508,DevTools,ads
S-4757c8,30,2351.6666666666665,3,0,3,A-32728c,Basic,0,798,9576,DevTools,event
S-477317,43,3242.5,3,0,4,A-d5a319,Enterprise,0,13930,167160,FinTech,other
S-477506,93,3667.4444444444443,6,0,9,A-f03140,Pro,0,1323,15876,DevTools,event
S-477a57,10,1230.0,1,0,1,A-ccabf0,Enterprise,0,11741,140892,HealthTech,organic
S-4781b1,87,2901.3333333333335,5,2,8,A-558c72,Pro,0,784,9408,FinTech,organic
S-478ae9,32,2371.3333333333335,4,0,3,A-e4bf56,Pro,0,1715,20580,HealthTech,ads
S-4793bb,52,3077.0,3,0,4,A-0f7d77,Pro,0,147,1764,FinTech,partner
S-47985c,21,3577.0,0,0,2,A-1b707d,Basic,0,0,0,Cybersecurity,organic
S-479d9a,78,4081.4285714285716,2,1,7,A-463db0,Basic,0,703,8436,HealthTech,partner
S-47a04b,53,3602.3333333333335,0,1,5,A-b54c01,Pro,0,0,0,DevTools,event
S-47b86b,39,3537.75,4,1,4,A-524364,Pro,0,539,6468,DevTools,partner
S-47ce2d,49,1970.3333333333333,0,0,6,A-d792a6,Pro,0,1813,21756,DevTools,organic
S-47cf94,5,605.0,1,0,1,A-e5d6ab,Basic,1,665,7980,EdTech,partner
S-47cfb3,81,3162.375,3,2,6,A-22f2df,Basic,0,209,2508,DevTools,ads
S-47e122,54,2826.0,1,0,6,A-271f46,Basic,0,722,8664,DevTools,event
S-480226,43,3579.25,1,0,4,A-7f6b86,Basic,0,855,10260,HealthTech,partner
S-4815a3,13,2155.5,0,0,2,A-19b2c8,Basic,0,418,5016,DevTools,other
S-482962,59,3224.8333333333335,2,0,5,A-de24d5,Pro,0,980,11760,DevTools,other
S-482e5b,121,3068.090909090909,3,1,11,A-427b69,Pro,0,882,10584,FinTech,other
S-486088,75,3293.875,2,1,6,A-0cc442,Pro,0,2205,26460,EdTech,organic
S-487d18,63,4036.3333333333335,5,0,6,A-0354fe,Enterprise,0,0,0,Cybersecurity,other
S-4893cd,35,3295.4,5,0,5,A-9c18c4,Enterprise,0,2189,26268,HealthTech,ads
S-48a54e,38,1955.2,3,0,5,A-b2225d,Basic,0,0,0,FinTech,ads
S-48aa95,57,2777.5,6,0,5,A-a8b49c,Enterprise,0,1393,16716,Cybersecurity,partner
S-48c5be,50,4433.2,3,0,5,A-fa2041,Pro,0,0,0,HealthTech,organic
S-48ce17,54,2133.0,1,1,5,A-d42431,Enterprise,0,4378,52536,FinTech,ads
S-48d1f2,28,2417.0,2,1,3,A-e08cd3,Enterprise,0,13333,159996,FinTech,ads
S-48d2b5,76,2381.0,4,1,8,A-9c18c4,Basic,1,228,2736,HealthTech,ads
S-4904cd,77,2606.5714285714284,3,0,7,A-dcc3f1,Basic,0,399,4788,HealthTech,event
S-4911f9,59,3378.3333333333335,3,0,6,A-bb2f49,Basic,0,152,1824,Cybersecurity,other
S-491216,59,3105.6,7,0,5,A-b7ef83,Pro,0,1519,18228,Cybersecurity,partner
S-491caf,57,2355.0,1,0,4,A-6f50ae,Basic,0,361,4332,FinTech,partner
S-491d53,69,3784.4285714285716,9,0,7,A-3cc791,Pro,0,588,7056,EdTech,other
S-4920e0,27,3409.0,0,0,3,A-52dd88,Basic,0,437,5244,Cybersecurity,ads
S-495d33,77,2888.6666666666665,4,1,9,A-50f3f7,Basic,0,589,7068,HealthTech,partner
S-495e57,49,2007.25,0,0,4,A-bbc346,Pro,1,980,11760,FinTech,partner
S-496c1e,21,3876.0,0,0,2,A-f19b24,Basic,0,551,6612,Cybersecurity,organic
S-4970c1,26,3466.3333333333335,0,0,3,A-56962b,Basic,0,3097,37164,EdTech,partner
S-497428,23,1816.3333333333333,1,0,3,A-cc8c8f,Basic,0,437,5244,DevTools,ads
S-4977c8,35,2537.5,3,1,4,A-3be56b,Enterprise,1,0,0,HealthTech,event
S-497d95,8,824.0,0,0,1,A-1d5444,Basic,0,456,5472,Cybersecurity,partner
S-4984e3,46,2262.75,0,1,4,A-f19409,Enterprise,0,4577,54924,DevTools,other
S-4994d6,71,2967.0,4,0,7,A-5a3eb9,Basic,0,836,10032,DevTools,other
S-499ea3,68,2162.8333333333335,2,0,6,A-c16cf7,Enterprise,1,4776,57312,EdTech,event
S-49a9aa,21,997.5,2,1,2,A-10b8f2,Basic,0,969,11628,HealthTech,organic
S-49aa80,92,3381.1111111111113,6,0,9,A-a45270,Pro,1,147,1764,HealthTech,ads
S-49b0da,7,3402.0,1,0,1,A-fe79a5,Enterprise,0,1791,21492,HealthTech,ads
S-49b640,59,2593.1666666666665,7,0,6,A-956988,Enterprise,0,1791,21492,EdTech,ads
S-49d73e,10,5340.0,2,0,1,A-f44180,Enterprise,0,0,0,Cybersecurity,event
S-49e3e5,15,2173.0,0,0,2,A-6e7827,Basic,0,171,2052,DevTools,other
S-4a08bd,7,2086.0,1,0,1,A-e08cd3,Pro,0,3283,39396,FinTech,ads
S-4a0cb3,62,3855.5,2,1,5,A-a1b80b,Enterprise,1,0,0,HealthTech,organic
S-4a2fc6,65,3512.5,5,2,5,A-10b8f2,Basic,0,0,0,HealthTech,organic
S-4a3e6c,47,3359.5,3,1,4,A-acb7f7,Pro,0,1568,18816,EdTech,ads
S-4a724b,39,2168.75,5,0,3,A-00bed1,Pro,0,1372,16464,Cybersecurity,ads
S-4a89a7,35,2352.0,1,0,3,A-10b8f2,Basic,0,893,10716,HealthTech,organic
S-4a8ce0,87,4080.625,2,0,8,A-5a184f,Basic,0,114,1368,DevTools,other
S-4a8fda,68,2845.3333333333335,2,0,6,A-e1462e,Basic,0,285,3420,FinTech,partner
S-4a90fd,39,4174.0,2,0,4,A-d27f50,Pro,0,2156,25872,Cybersecurity,ads
S-4ac0bb,72,2711.1428571428573,5,0,7,A-7c6b6b,Pro,0,1372,16464,FinTech,other
S-4ad7b1,56,2609.8333333333335,5,0,6,A-3c1a3f,Enterprise,0,398,4776,DevTools,event
S-4af421,82,2611.875,2,1,6,A-6c093d,Basic,0,513,6156,DevTools,partner
S-4afb53,45,2066.2,0,0,4,A-40de06,Enterprise,1,5572,66864,Cybersecurity,event
S-4b005c,17,3988.5,0,0,2,A-50f3f7,Enterprise,0,8955,107460,HealthTech,partner
S-4b15c4,43,3344.2,4,1,4,A-65aeb5,Enterprise,0,3582,42984,DevTools,partner
S-4b26c5,59,1860.5714285714287,4,0,6,A-f45426,Enterprise,1,1791,21492,HealthTech,organic
S-4b5470,40,2839.25,0,0,3,A-b78bf8,Enterprise,0,6567,78804,DevTools,event
S-4b75c6,69,3939.0,4,0,6,A-068fc6,Enterprise,0,6965,83580,EdTech,event
S-4b7873,52,2950.6,3,1,5,A-0651a4,Basic,0,304,3648,HealthTech,organic
S-4b9226,29,1860.6666666666667,1,0,3,A-798a3f,Enterprise,0,2587,31044,DevTools,other
S-4b9b13,49,2516.2,2,0,5,A-fa2041,Pro,0,735,8820,HealthTech,organic
S-4b9d7c,70,3727.5714285714284,1,1,7,A-378b99,Pro,0,784,9408,EdTech,ads
S-4bb483,40,3693.75,3,0,4,A-9f9299,Enterprise,0,5572,66864,FinTech,organic
S-4bef15,10,1021.0,0,0,2,A-600734,Enterprise,1,0,0,DevTools,organic
S-4bfa1d,44,3494.0,4,0,5,A-ce550d,Pro,1,1715,20580,HealthTech,event
S-4bfab2,60,3694.1666666666665,0,1,5,A-544d0a,Basic,0,38,456,DevTools,organic
S-4bfe7b,25,3581.0,0,0,3,A-9b9fe9,Basic,0,0,0,EdTech,other
S-4c0b7b,45,3647.75,0,0,4,A-e60f9d,Basic,0,1140,13680,FinTech,other
S-4c100f,39,4708.25,4,0,4,A-eb7fac,Enterprise,0,27064,324768,DevTools,organic
S-4c2f78,29,3278.3333333333335,0,0,3,A-533452,Pro,0,2499,29988,DevTools,organic
S-4c4852,11,2706.0,2,0,1,A-71615e,Basic,0,0,0,EdTech,organic
S-4c5456,54,3294.6,5,0,5,A-149a69,Basic,0,646,7752,DevTools,event
S-4c6ee1,40,3069.75,2,0,4,A-8bde0c,Pro,0,735,8820,DevTools,organic
S-4c7591,19,3295.0,2,0,2,A-17939a,Pro,0,1372,16464,HealthTech,organic
S-4c82da,59,2400.5,6,1,6,A-b9eed8,Pro,0,539,6468,Cybersecurity,organic
S-4c8ab8,36,3857.0,5,0,4,A-39ddf4,Pro,0,1960,23520,EdTech,partner
S-4c8e19,44,3463.8,0,1,5,A-659280,Basic,0,323,3876,FinTech,event
S-4c9107,89,3228.25,7,2,8,A-9208f0,Basic,0,76,912,EdTech,organic
S-4c9c01,34,2263.3333333333335,0,0,3,A-eb7c38,Basic,1,0,0,DevTools,organic
S-4cd678,9,4473.0,0,0,1,A-40de06,Pro,0,1372,16464,Cybersecurity,event
S-4cdee1,43,1423.3333333333333,2,1,3,A-8b25f2,Enterprise,0,0,0,Cybersecurity,ads
S-4cff80,95,3492.1111111111113,4,0,9,A-f97b9a,Enterprise,0,0,0,FinTech,event
S-4d1a78,50,2450.6,5,0,5,A-7dacce,Basic,0,0,0,Cybersecurity,event
S-4d1ba6,65,3250.0,2,1,6,A-00cac8,Enterprise,0,0,0,HealthTech,organic
S-4d2011,32,3071.0,1,1,3,A-751c58,Enterprise,0,2985,35820,FinTech,organic
S-4d2392,50,2855.2,2,0,5,A-e61e98,Pro,0,931,11172,FinTech,partner
S-4d260c,54,3154.0,12,0,6,A-d5a319,Pro,0,0,0,FinTech,other
S-4d2bda,33,3472.3333333333335,3,1,3,A-bbc346,Basic,0,0,0,FinTech,partner
S-4d30ba,31,4270.333333333333,3,0,2,A-600734,Basic,0,551,6612,DevTools,organic
S-4d47e3,70,4711.5,3,2,6,A-7f4db3,Pro,1,196,2352,FinTech,other
S-4d5623,59,3388.3333333333335,1,2,6,A-d40bf7,Enterprise,0,11741,140892,FinTech,organic
S-4d5ab5,26,1675.3333333333333,0,1,3,A-df1e44,Enterprise,0,2388,28656,Cybersecurity,organic
S-4d664d,28,2669.0,3,0,2,A-cc1d8d,Pro,0,784,9408,FinTech,other
S-4d8612,64,1709.857142857143,3,1,6,A-f97b9a,Enterprise,0,0,0,FinTech,event
S-4d8633,16,3391.5,4,0,2,A-e83938,Pro,0,1519,18228,DevTools,other
S-4d8a27,69,2150.4285714285716,6,2,7,A-977ca0,Basic,0,380,4560,HealthTech,partner
S-4d9635,39,3071.2,10,2,5,A-dcc3f1,Enterprise,0,4378,52536,HealthTech,event
S-4d9bfd,35,1476.75,2,0,4,A-2bc93d,Enterprise,0,0,0,HealthTech,event
S-4da04b,45,3003.75,3,0,4,A-54ecc2,Pro,0,343,4116,Cybersecurity,partner
S-4da459,47,4733.0,0,0,3,A-02cd81,Pro,0,2156,25872,HealthTech,other
S-4dae4c,18,4681.0,0,1,2,A-158f4e,Pro,0,2989,35868,FinTech,other
S-4dae4f,46,3673.6,1,1,5,A-6e08f3,Enterprise,0,3980,47760,Cybersecurity,event
S-4daf2d,63,2872.8333333333335,10,0,6,A-297a2d,Enterprise,0,5373,64476,HealthTech,event
S-4df118,52,3675.4,3,0,5,A-86fc1d,Basic,1,494,5928,DevTools,partner
S-4df6ec,9,3996.0,1,0,1,A-c9bb3e,Basic,0,190,2280,EdTech,ads
S-4dfd17,51,1836.3333333333333,4,0,6,A-bcbe98,Basic,0,874,10488,Cybersecurity,other
S-4e00a0,83,4252.875,2,1,8,A-eb7c38,Pro,0,686,8232,DevTools,organic
S-4e0220,36,2979.75,2,0,4,A-fa2041,Enterprise,0,2985,35820,HealthTech,organic
S-4e3e04,46,2598.2,1,0,5,A-883b7d,Enterprise,0,3383,40596,Cybersecurity,other
S-4e4ab7,101,3127.25,5,0,7,A-eb1312,Basic,0,475,5700,FinTech,partner
S-4e4b10,37,3304.6,5,0,4,A-4e631b,Basic,0,418,5016,FinTech,other
S-4e4ef4,71,2948.8333333333335,8,0,5,A-9ee962,Pro,0,1225,14700,HealthTech,ads
S-4e563b,54,2633.3333333333335,5,1,6,A-10b8f2,Basic,0,1957,23484,HealthTech,organic
S-4e63e7,76,2326.0,1,1,8,A-a33200,Enterprise,1,5771,69252,HealthTech,partner
S-4e762d,74,4839.857142857143,6,1,7,A-2789e3,Enterprise,0,12139,145668,FinTech,partner
S-4ea564,72,3076.4285714285716,7,1,7,A-de58ca,Basic,0,285,3420,HealthTech,organic
S-4eabfc,12,3015.0,0,0,2,A-751bd4,Basic,0,190,2280,Cybersecurity,partner
S-4eb120,77,3583.875,5,2,8,A-e1b9cd,Basic,0,760,9120,DevTools,event
S-4ebd94,33,3503.5,4,2,4,A-c62e55,Pro,0,1176,14112,EdTech,partner
S-4ed473,24,2932.5,0,0,2,A-bcf664,Enterprise,1,2388,28656,DevTools,other
S-4ed997,83,3773.125,7,1,8,A-d82ef9,Pro,0,1274,15288,EdTech,other
S-4eef1a,51,2681.1666666666665,6,2,5,A-3a7284,Basic,0,589,7068,FinTech,organic
S-4ef4fd,117,2832.1666666666665,9,2,10,A-eb7fac,Pro,0,343,4116,DevTools,organic
S-4f0027,64,4045.3333333333335,2,1,6,A-ff79f2,Enterprise,1,3781,45372,DevTools,ads
S-4f21c1,45,2799.5,4,0,4,A-9f9299,Enterprise,1,5572,66864,FinTech,organic
S-4f2ca8,82,2098.1428571428573,2,1,7,A-544d0a,Enterprise,0,12736,152832,DevTools,organic
S-4f3461,19,3984.0,1,0,2,A-b78bf8,Enterprise,0,0,0,DevTools,event
S-4f3f73,13,6630.0,3,0,1,A-1b9609,Pro,1,196,2352,EdTech,ads
S-4f43fd,63,4075.3333333333335,4,2,6,A-fd7ad3,Basic,0,551,6612,Cybersecurity,event
S-4f56f5,71,3242.4285714285716,3,0,7,A-922109,Enterprise,0,597,7164,Cybersecurity,ads
S-4f5c94,34,1659.75,0,0,4,A-6dee43,Basic,0,114,1368,FinTech,other
S-4f5eb2,43,3810.0,3,0,4,A-781cc0,Basic,0,228,2736,EdTech,organic
S-4f7b91,131,2426.153846153846,4,1,10,A-5247b3,Enterprise,0,3184,38208,FinTech,partner
S-4f81c2,33,3275.6666666666665,0,0,3,A-ed510f,Pro,0,2058,24696,Cybersecurity,partner
S-4f8c90,75,3771.3333333333335,1,1,6,A-32fb14,Basic,0,551,6612,DevTools,event
S-4f91d0,78,3482.0,5,0,7,A-7f8241,Basic,0,646,7752,EdTech,organic
S-4f9730,70,3613.0,5,0,8,A-8adedc,Enterprise,0,0,0,EdTech,event
S-4faeb9,48,2329.8,5,0,5,A-98a59a,Pro,0,2744,32928,FinTech,partner
S-4fc5ca,34,3131.3333333333335,3,1,3,A-712f1c,Enterprise,0,14925,179100,DevTools,ads
S-4fc62f,35,5059.333333333333,3,1,3,A-6c093d,Enterprise,0,0,0,DevTools,partner
S-4fd561,97,3374.5555555555557,1,0,9,A-0dbdc6,Basic,0,570,6840,Cybersecurity,other
S-4fd9ba,34,4266.0,0,1,3,A-d4ac0e,Basic,0,456,5472,DevTools,ads
S-4fdfa3,77,3682.4285714285716,7,1,6,A-5a3eb9,Enterprise,0,3582,42984,DevTools,other
S-4fe9b6,32,3338.6666666666665,2,0,3,A-8bde0c,Pro,1,1225,14700,DevTools,organic
S-4ff3ae,19,3366.5,0,1,2,A-eb7c38,Basic,0,95,1140,DevTools,organic
S-501046,34,1408.0,0,1,3,A-c4ea60,Pro,0,882,10584,FinTech,other
S-50334b,86,1472.625,6,1,8,A-f17767,Pro,0,588,7056,DevTools,event
S-503afa,32,1714.75,3,0,4,A-4e631b,Enterprise,0,7960,95520,FinTech,other
S-504683,53,4161.6,5,0,5,A-bbc346,Enterprise,0,3781,45372,FinTech,partner
S-504bce,76,1972.625,6,1,7,A-474ad4,Enterprise,1,0,0,EdTech,organic
S-505db5,79,1494.3333333333333,7,1,9,A-883b7d,Pro,0,2597,31164,Cybersecurity,other
S-505f35,71,3715.3333333333335,3,0,5,A-5a184f,Enterprise,0,4378,52536,DevTools,other
S-506cbd,32,3348.25,0,0,4,A-9c18c4,Enterprise,1,3781,45372,HealthTech,ads
S-507731,59,3401.285714285714,10,0,7,A-e43bf7,Pro,0,2156,25872,Cybersecurity,other
S-50815c,102,3756.8888888888887,3,0,7,A-e3bd71,Basic,0,589,7068,Cybersecurity,partner
S-509e88,44,1955.6,1,0,4,A-781cc0,Basic,0,399,4788,EdTech,organic
S-509f0d,59,2456.5,9,0,6,A-794a0b,Pro,0,1715,20580,HealthTech,organic
S-50a388,19,2738.5,3,0,2,A-089363,Pro,0,0,0,FinTech,event
S-50aaaa,69,1915.3333333333333,3,1,6,A-af0cd2,Pro,0,931,11172,Cybersecurity,other
S-50c6f5,35,5000.333333333333,3,0,3,A-a6d261,Enterprise,1,20497,245964,FinTech,other
S-50e517,87,3618.25,6,0,7,A-e7a1e2,Basic,0,228,2736,Cybersecurity,event
S-50e9f3,37,2556.75,0,1,4,A-adc1f3,Enterprise,0,1194,14328,Cybersecurity,organic
S-510009,35,2249.25,2,0,4,A-0651a4,Enterprise,0,3184,38208,HealthTech,organic
S-510999,100,3391.5,5,1,7,A-7da956,Enterprise,0,0,0,Cybersecurity,event
S-510e07,77,3673.0,4,1,7,A-b7ef83,Enterprise,0,398,4776,Cybersecurity,partner
S-511e50,55,2764.5,0,0,6,A-3c1a3f,Enterprise,0,199,2388,DevTools,event
S-515485,22,2362.0,0,0,2,A-f3ff05,Pro,0,1715,20580,FinTech,other
S-51569a,61,3720.6,0,0,5,A-e4bf56,Enterprise,0,4378,52536,HealthTech,ads
S-51590f,100,3423.75,4,1,8,A-249769,Basic,0,171,2052,Cybersecurity,event
S-5163bd,69,4322.714285714285,1,1,7,A-7988d1,Basic,0,627,7524,Cybersecurity,other
S-51673a,42,4314.0,0,0,4,A-5a92e7,Pro,0,0,0,HealthTech,ads
S-5178de,105,2891.7,3,1,10,A-e61e98,Pro,0,1960,23520,FinTech,partner
S-518472,33,2503.6666666666665,0,0,3,A-e7beab,Pro,0,931,11172,EdTech,organic
S-518ce3,78,3064.5,3,2,5,A-98a59a,Pro,0,0,0,FinTech,partner
S-51924b,86,3305.5555555555557,5,1,9,A-67be94,Basic,0,1178,14136,EdTech,organic
S-519509,54,2998.0,7,0,5,A-1ac5e0,Basic,0,627,7524,DevTools,event
S-519f1c,55,2520.1666666666665,7,0,6,A-0354fe,Basic,0,646,7752,Cybersecurity,other
S-51b3ed,29,4193.666666666667,2,0,3,A-702032,Basic,0,532,6384,HealthTech,ads
S-51b668,10,5730.0,0,0,1,A-82d8a6,Basic,0,570,6840,Cybersecurity,ads
S-51c0d1,25,4625.666666666667,2,0,3,A-659280,Enterprise,0,0,0,FinTech,event
S-51cb35,67,3930.5,1,0,4,A-18793f,Basic,1,2812,33744,EdTech,organic
S-51d8db,57,2447.8333333333335,4,0,6,A-cc1d8d,Enterprise,0,1194,14328,FinTech,other
S-51dd23,79,1779.888888888889,7,2,9,A-7c6b6b,Basic,0,114,1368,FinTech,other
S-51dfbc,15,2146.5,8,0,2,A-7f8241,Pro,0,1666,19992,EdTech,organic
S-51f213,25,2365.5,3,0,2,A-4e960a,Pro,0,588,7056,FinTech,other
S-52119f,84,4017.8888888888887,2,0,8,A-02fac6,Enterprise,0,4378,52536,FinTech,event
S-52280f,17,1886.0,0,0,2,A-fa2041,Enterprise,0,3184,38208,HealthTech,organic
S-5228d6,63,3152.8,4,0,5,A-484819,Enterprise,1,5174,62088,HealthTech,organic
S-522a6f,77,2959.625,1,2,8,A-3a7284,Enterprise,0,7761,93132,FinTech,organic
S-522aef,14,1687.0,0,1,1,A-f3ff05,Pro,0,196,2352,FinTech,other
S-52385a,134,2924.8571428571427,5,2,12,A-0aaf6e,Basic,0,57,684,FinTech,organic
S-523cce,43,2445.4,0,1,4,A-1b9609,Enterprise,0,5970,71640,EdTech,ads
S-52404a,22,5080.0,2,0,2,A-cd458b,Basic,0,494,5928,DevTools,other
S-525864,47,3332.5,1,0,4,A-a09355,Pro,0,686,8232,FinTech,organic
S-525d6b,76,3015.4285714285716,4,1,6,A-94f8c9,Enterprise,1,0,0,HealthTech,other
S-526874,43,2184.75,3,1,4,A-cc8c8f,Enterprise,0,4577,54924,DevTools,ads
S-52699f,67,4180.5,2,0,6,A-df10db,Basic,1,266,3192,DevTools,other
S-526a2c,95,3573.222222222222,8,2,9,A-9174e0,Pro,0,1813,21756,Cybersecurity,partner
S-5272ff,64,4190.833333333333,6,1,6,A-fda07f,Enterprise,0,13731,164772,Cybersecurity,partner
S-527b39,28,2864.0,2,0,3,A-3d957b,Enterprise,1,2786,33432,HealthTech,other
S-527d18,68,4063.5,3,1,5,A-5b1bcd,Enterprise,0,14527,174324,DevTools,organic
S-5281ee,64,5544.333333333333,1,0,6,A-427b69,Pro,0,0,0,FinTech,other
S-529f0c,51,4218.6,5,0,5,A-592832,Pro,1,0,0,Cybersecurity,organic
S-52b74f,19,3108.5,0,0,2,A-249769,Enterprise,0,1393,16716,Cybersecurity,event
S-52b9a9,42,2694.75,0,3,3,A-86902e,Enterprise,0,6766,81192,HealthTech,other
S-52d03a,53,1428.5,1,1,6,A-342303,Enterprise,0,0,0,EdTech,other
